,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R,GENDER,AGE_R,LIC
420,2,90,45.08,1,6,1,4,3,Female,35-54 years,Yes
421,2,5,1.51,0,19,1,4,3,Female,35-54 years,Yes
422,2,30,7.1,0,19,1,4,3,Male,35-54 years,Yes
423,2,30,7.1,0,19,1,4,3,Male,35-54 years,Yes
424,2,105,48.71,1,19,1,4,2,Male,65 years or older,Yes
425,4,52,21.43,0,19,1,4,2,Male,35-54 years,Yes
426,4,32,20.66,0,19,1,4,2,Male,35-54 years,Yes
427,4,7,2.86,0,23,1,4,2,Female,35-54 years,Yes
428,4,7,2.62,0,23,1,4,2,Female,35-54 years,Yes
429,4,15,6.82,0,19,1,4,2,Male,35-54 years,Yes
430,4,12,6.82,0,19,1,4,2,Male,35-54 years,Yes
431,4,155,44.4,1,6,1,4,3,Male,35-54 years,Yes
432,4,15,6.0,0,19,1,4,3,Female,35-54 years,Yes
433,4,20,5.98,0,19,1,4,3,Female,35-54 years,Yes
434,4,15,4.03,0,19,1,4,3,Male,19-24 years,Yes
435,4,20,4.03,0,19,1,4,3,Male,19-24 years,Yes
436,3,15,2.1,0,19,1,4,3,Male,35-54 years,Yes
437,3,15,2.1,0,19,1,4,3,Male,35-54 years,Yes
438,4,25,11.82,0,19,1,4,3,Male,35-54 years,Yes
439,4,34,8.69,0,19,1,4,3,Male,35-54 years,Yes
440,4,11,1.9,0,19,1,4,3,Male,35-54 years,Yes
441,4,57,11.92,0,19,1,4,3,Male,35-54 years,Yes
442,4,15,3.18,0,19,1,4,3,Male,35-54 years,Yes
443,4,7,0.41,0,19,1,4,3,Male,35-54 years,Yes
444,4,4,0.41,0,19,1,4,3,Male,35-54 years,Yes
445,4,5,1.41,0,19,1,4,3,Male,35-54 years,Yes
446,4,12,0.64,0,19,1,4,3,Male,35-54 years,Yes
447,4,28,9.61,0,19,1,4,3,Male,35-54 years,Yes
448,4,28,13.85,0,19,1,4,3,Male,35-54 years,Yes
449,3,40,21.53,0,19,1,9,3,Female,Age not provided,Yes
450,3,35,21.54,0,19,1,9,3,Female,Age not provided,Yes
451,3,25,11.22,0,19,1,9,3,Male,Age not provided,Yes
452,3,20,11.22,0,19,1,9,3,Male,Age not provided,Yes
453,3,10,4.74,0,19,1,2,3,Female,55-64 years,Yes
454,3,10,4.74,0,19,1,2,3,Female,55-64 years,Yes
455,4,40,14.35,0,19,1,4,2,Female,35-54 years,Yes
456,4,30,14.16,0,19,1,4,2,Female,35-54 years,Yes
457,4,14,10.79,0,19,1,3,2,Female,35-54 years,Yes
458,4,6,0.77,0,23,1,3,2,Female,35-54 years,Yes
459,4,6,0.77,0,23,1,3,2,Female,35-54 years,Yes
460,4,27,11.05,0,19,1,3,2,Female,35-54 years,Yes
461,3,30,10.29,0,19,1,9,3,Male,55-64 years,Yes
462,3,30,10.16,0,19,1,9,3,Male,55-64 years,Yes
463,3,30,22.49,0,19,1,4,3,Male,55-64 years,Yes
464,3,30,22.54,0,19,1,4,3,Male,55-64 years,Yes
465,2,30,5.0,0,19,1,4,1,Female,35-54 years,Yes
466,2,10,1.63,0,19,1,4,1,Female,35-54 years,Yes
467,2,20,1.9,0,19,1,4,1,Female,35-54 years,Yes
468,2,30,6.52,0,19,1,4,1,Female,35-54 years,Yes
469,2,15,2.05,0,19,1,4,1,Female,35-54 years,Yes
470,2,60,24.82,0,19,1,4,2,Male,35-54 years,Yes
471,2,80,24.85,0,19,1,4,2,Male,35-54 years,Yes
472,3,1,1.23,0,19,1,4,2,Male,35-54 years,Yes
473,3,5,7.25,0,19,1,4,2,Male,35-54 years,Yes
474,3,5,7.25,0,19,1,4,2,Male,35-54 years,Yes
475,3,1,1.23,0,19,1,4,2,Male,35-54 years,Yes
476,3,1,1.23,0,19,1,4,2,Male,35-54 years,Yes
477,3,5,1.23,0,19,1,4,2,Male,35-54 years,Yes
478,3,4,1.23,0,19,1,4,2,Male,35-54 years,Yes
479,3,38,6.46,0,15,1,1,1,Female,55-64 years,Yes
480,3,50,6.54,0,15,1,1,1,Female,55-64 years,Yes
481,3,30,10.55,0,19,1,1,1,Male,35-54 years,Yes
482,3,28,10.77,0,19,1,1,1,Male,35-54 years,Yes
483,3,5,4.36,0,19,1,9,3,Male,35-54 years,Yes
484,3,5,4.25,0,19,1,9,3,Male,35-54 years,Yes
485,2,15,4.32,0,19,1,4,3,Male,65 years or older,Yes
486,2,15,4.32,0,19,1,4,3,Male,65 years or older,Yes
487,3,17,13.72,0,19,2,4,2,Female,25-34 years,Yes
488,3,6,3.07,0,19,2,4,2,Female,25-34 years,Yes
489,3,14,11.72,0,19,2,4,2,Female,25-34 years,Yes
490,3,31,20.7,0,19,1,4,2,Male,25-34 years,Yes
491,3,38,20.44,0,19,1,4,2,Male,25-34 years,Yes
492,2,106,0.0,1,6,1,4,2,Female,35-54 years,Yes
493,2,30,9.83,0,19,1,4,2,Male,Younger than 16 years,
494,2,30,10.22,0,19,1,4,2,Male,Younger than 16 years,
495,2,15,5.92,0,19,2,4,2,Male,35-54 years,Yes
496,2,15,5.95,0,19,2,4,2,Male,35-54 years,Yes
497,2,15,5.92,0,17,2,4,2,Female,25-34 years,Yes
498,2,15,5.95,0,17,2,4,2,Female,25-34 years,Yes
499,1,95,28.39,1,6,1,4,1,Male,35-54 years,Yes
500,1,60,35.08,0,19,1,4,1,Male,35-54 years,Yes
501,1,60,35.37,0,19,1,4,1,Male,35-54 years,Yes
502,3,20,7.58,0,19,1,3,2,Male,35-54 years,Yes
503,3,25,7.62,0,19,1,3,2,Male,35-54 years,Yes
504,4,30,19.99,0,19,1,4,2,Female,35-54 years,Yes
505,4,30,20.73,0,19,1,4,2,Female,35-54 years,Yes
506,2,8,3.16,0,19,2,4,2,Male,35-54 years,Yes
507,2,36,29.97,0,19,1,4,2,Male,35-54 years,Yes
508,2,21,8.4,0,19,1,4,2,Male,35-54 years,Yes
509,2,9,3.62,0,19,1,4,2,Male,35-54 years,Yes
510,2,46,15.69,0,19,1,4,2,Male,35-54 years,Yes
511,2,94,28.34,1,6,2,4,2,Male,25-34 years,Yes
512,2,5,1.75,0,17,2,4,2,Male,25-34 years,Yes
513,2,6,1.75,0,19,2,4,2,Male,25-34 years,Yes
514,2,17,3.98,0,19,1,4,2,Male,25-34 years,Yes
515,2,16,6.81,0,19,1,4,2,Male,25-34 years,Yes
516,1,5,4.12,0,19,1,2,1,Male,35-54 years,Yes
517,1,22,14.16,0,19,1,2,1,Male,35-54 years,Yes
518,1,38,18.02,0,19,1,2,1,Male,35-54 years,Yes
519,1,3,0.47,0,19,1,2,1,Male,35-54 years,Yes
520,1,5,0.85,0,19,1,2,1,Male,35-54 years,Yes
521,4,129,61.15,1,6,1,4,2,Male,35-54 years,Yes
522,1,21,10.0,0,19,1,2,1,Female,35-54 years,Yes
523,1,34,10.0,0,19,1,2,1,Female,35-54 years,Yes
524,4,12,2.31,0,19,1,4,3,Female,35-54 years,Yes
525,4,17,2.31,0,19,1,4,3,Female,35-54 years,Yes
526,1,25,17.56,0,19,1,4,1,Female,35-54 years,Yes
527,1,15,0.0,0,19,1,4,1,Female,35-54 years,Yes
528,1,20,0.0,0,19,1,4,1,Female,35-54 years,Yes
529,1,10,1.28,0,19,1,4,1,Female,35-54 years,Yes
530,1,20,17.95,0,19,1,4,1,Female,35-54 years,Yes
531,2,122,58.06,1,6,1,4,2,Male,55-64 years,Yes
532,3,22,16.11,0,19,1,4,3,Female,25-34 years,Yes
533,3,30,14.79,0,19,1,4,3,Female,25-34 years,Yes
534,3,64,29.16,0,19,1,4,3,Female,25-34 years,Yes
535,4,20,12.87,0,19,1,9,2,Male,35-54 years,Yes
536,4,17,13.52,0,19,1,9,2,Male,35-54 years,Yes
537,4,21,5.82,0,19,1,9,2,Female,35-54 years,Yes
538,4,3,2.23,0,19,2,9,2,Female,35-54 years,Yes
539,4,3,2.23,0,19,1,9,2,Female,35-54 years,Yes
540,4,20,5.88,0,19,1,9,2,Female,35-54 years,Yes
541,4,104,59.04,1,6,1,4,3,Male,35-54 years,Yes
542,4,2,4.79,0,19,1,4,3,Female,35-54 years,Yes
543,4,12,1.67,0,17,2,4,3,Female,35-54 years,Yes
544,4,8,3.41,0,17,2,4,3,Female,35-54 years,Yes
545,4,4,3.47,0,17,2,4,3,Female,35-54 years,Yes
546,3,94,28.4,1,6,1,4,2,Male,35-54 years,Yes
547,3,175,0.0,0,19,1,4,3,Male,55-64 years,Yes
548,2,26,14.31,0,19,1,4,2,Female,55-64 years,Yes
549,2,19,14.84,0,19,1,4,2,Female,55-64 years,Yes
550,2,6,2.77,0,19,1,4,2,Female,55-64 years,Yes
551,2,42,27.8,0,19,1,4,2,Male,55-64 years,Yes
552,2,56,1.05,0,23,1,4,2,Male,55-64 years,Yes
553,2,52,28.34,0,19,1,4,2,Male,55-64 years,Yes
554,2,15,4.22,0,19,1,9,2,Female,55-64 years,Yes
555,2,80,5.3,0,19,1,9,2,Female,55-64 years,Yes
556,2,30,5.43,0,19,1,2,2,Male,55-64 years,Yes
557,2,30,5.43,0,19,1,2,2,Male,55-64 years,Yes
558,2,45,25.21,0,19,1,4,2,Male,35-54 years,Yes
559,2,40,25.54,0,19,1,4,2,Male,35-54 years,Yes
560,2,44,28.4,0,19,1,4,2,Female,35-54 years,Yes
561,2,34,28.35,0,19,1,4,2,Female,35-54 years,Yes
562,3,230,0.0,1,6,1,4,3,Female,35-54 years,Yes
563,3,150,38.82,0,19,1,4,3,Male,55-64 years,Yes
564,3,90,24.85,1,6,1,4,3,Female,25-34 years,Yes
565,2,108,53.67,1,6,2,4,2,Male,55-64 years,Yes
566,2,100,53.05,1,6,2,4,2,Female,55-64 years,Yes
567,1,45,13.15,1,19,1,2,1,Male,65 years or older,Yes
568,4,85,0.0,1,6,1,4,3,Female,35-54 years,Yes
569,2,19,2.33,0,19,1,1,1,Female,35-54 years,Yes
570,2,5,1.5,0,19,1,1,1,Female,35-54 years,Yes
571,2,20,1.5,0,19,1,1,1,Female,35-54 years,Yes
572,2,15,0.55,0,19,1,1,1,Female,35-54 years,Yes
573,2,10,1.5,0,19,1,1,1,Female,35-54 years,Yes
574,2,25,0.95,0,19,2,1,1,Female,35-54 years,Yes
575,2,126,0.0,1,6,1,2,1,Female,35-54 years,Yes
576,2,16,1.3,0,19,1,4,2,Female,55-64 years,Yes
577,2,21,0.0,0,19,1,2,1,Female,35-54 years,Yes
578,2,38,0.0,0,19,1,2,1,Female,35-54 years,Yes
579,4,25,7.9,0,19,1,2,2,Male,35-54 years,Yes
580,4,40,9.09,0,19,1,2,2,Male,35-54 years,Yes
581,4,5,1.75,0,19,1,2,2,Male,35-54 years,Yes
582,1,95,37.01,1,6,1,9,1,Male,35-54 years,Yes
583,1,20,10.01,0,19,1,9,2,Male,55-64 years,Yes
584,1,30,15.21,0,19,2,9,2,Male,55-64 years,Yes
585,1,30,14.94,0,19,1,9,2,Male,55-64 years,Yes
586,1,20,10.11,0,19,1,9,2,Male,55-64 years,Yes
587,3,61,0.5,0,19,1,2,3,Male,35-54 years,Yes
588,3,7,2.64,0,19,1,2,3,Male,35-54 years,Yes
589,3,8,4.04,0,19,1,2,3,Male,35-54 years,Yes
590,3,11,4.04,0,19,1,2,3,Male,35-54 years,Yes
591,3,7,2.63,0,19,1,2,3,Male,35-54 years,Yes
592,3,20,10.54,0,19,1,2,3,Female,55-64 years,Yes
593,3,24,9.16,0,19,1,2,3,Female,55-64 years,Yes
594,3,28,5.3,0,19,1,2,3,Female,55-64 years,Yes
595,3,30,12.99,0,19,1,4,3,Female,35-54 years,Yes
596,3,30,11.93,0,19,1,4,3,Female,35-54 years,Yes
597,2,8,1.2,0,19,1,2,1,Female,35-54 years,Yes
598,2,24,4.12,0,19,1,2,1,Female,35-54 years,Yes
599,2,16,4.79,0,19,1,2,1,Female,35-54 years,Yes
600,2,135,26.44,1,6,1,2,1,Male,55-64 years,Yes
601,2,45,9.12,0,19,1,4,3,Male,55-64 years,Yes
602,2,65,9.35,0,19,1,4,3,Male,55-64 years,Yes
603,2,38,18.92,0,19,1,4,2,Male,35-54 years,Yes
604,2,33,18.68,0,19,1,4,2,Male,35-54 years,Yes
605,1,3,1.18,0,19,1,3,2,Male,Younger than 16 years,
606,1,7,0.58,0,19,1,3,2,Male,Younger than 16 years,
607,1,4,0.58,0,19,1,3,2,Male,Younger than 16 years,
608,1,11,1.18,0,19,1,3,2,Male,Younger than 16 years,
609,5,60,35.24,0,19,1,4,3,Male,19-24 years,Yes
610,5,60,35.99,0,19,1,4,3,Male,19-24 years,Yes
611,5,60,28.6,0,17,2,4,3,Female,19-24 years,Yes
612,5,70,27.71,0,17,2,4,3,Female,19-24 years,Yes
613,5,32,21.35,0,19,1,4,3,Male,35-54 years,Yes
614,5,39,21.31,0,19,1,4,3,Male,35-54 years,Yes
615,5,7,1.7,0,19,2,4,3,Female,35-54 years,Yes
616,5,12,4.0,0,19,1,4,3,Female,35-54 years,Yes
617,5,13,3.2,0,19,1,4,3,Female,35-54 years,Yes
618,6,74,40.88,1,6,1,3,3,Female,35-54 years,Yes
619,6,10,5.2,0,19,1,3,3,Male,35-54 years,Yes
620,6,8,3.49,0,19,1,3,3,Male,35-54 years,Yes
621,6,10,1.88,0,19,1,3,3,Male,35-54 years,Yes
622,6,13,2.34,0,17,2,3,3,Female,16-18 years,No
623,6,10,2.34,0,17,2,3,3,Female,16-18 years,No
624,1,30,14.19,0,19,1,2,1,Female,35-54 years,Yes
625,1,25,14.73,0,19,1,2,1,Female,35-54 years,Yes
626,1,7,0.58,0,19,1,2,1,Female,35-54 years,Yes
627,1,85,66.46,0,19,1,3,2,Male,55-64 years,Yes
628,1,20,5.88,0,19,1,3,2,Male,55-64 years,Yes
629,1,70,62.67,0,19,1,3,2,Male,55-64 years,Yes
630,3,20,0.0,0,19,1,4,3,Male,55-64 years,Yes
631,3,25,0.0,0,19,1,4,3,Male,55-64 years,Yes
632,2,11,4.68,1,19,1,4,2,Male,65 years or older,Yes
633,3,16,15.77,0,19,1,2,2,Male,35-54 years,Yes
634,3,91,17.39,0,17,2,2,2,Male,35-54 years,Yes
635,3,12,2.49,0,17,2,2,2,Male,35-54 years,Yes
636,3,93,18.64,0,17,2,2,2,Male,35-54 years,Yes
637,3,52,3.79,0,17,2,2,2,Male,35-54 years,Yes
638,3,22,19.11,0,19,1,2,2,Male,35-54 years,Yes
639,3,30,10.09,0,19,1,1,1,Female,55-64 years,Yes
640,3,30,5.01,0,19,1,1,1,Female,55-64 years,Yes
641,3,30,6.96,0,19,1,1,1,Female,55-64 years,Yes
642,3,15,0.83,0,19,1,1,1,Female,55-64 years,Yes
643,2,11,5.61,0,19,1,2,2,Male,55-64 years,Yes
644,2,376,0.94,0,19,1,2,2,Male,55-64 years,Yes
645,2,15,5.61,0,19,1,2,2,Male,55-64 years,Yes
646,3,26,8.15,0,19,1,4,3,Female,35-54 years,Yes
647,3,18,6.29,0,19,1,4,3,Female,35-54 years,Yes
648,3,13,3.67,0,19,1,4,3,Female,35-54 years,Yes
649,4,45,11.81,1,19,1,3,2,Female,35-54 years,Yes
650,1,3,0.38,0,19,1,2,1,Female,65 years or older,Yes
651,1,20,7.95,0,19,1,2,1,Female,65 years or older,Yes
652,1,4,2.28,0,19,1,2,1,Female,65 years or older,Yes
653,1,20,7.35,0,19,1,2,1,Female,65 years or older,Yes
654,2,8,2.91,0,19,1,9,3,Male,19-24 years,Yes
655,2,5,1.6,0,19,2,9,3,Male,19-24 years,Yes
656,2,15,2.91,0,19,2,9,3,Male,19-24 years,Yes
657,2,29,5.75,0,19,1,9,3,Male,19-24 years,Yes
658,2,30,6.55,0,19,1,9,3,Male,19-24 years,Yes
659,4,10,2.42,0,17,2,2,3,Male,35-54 years,Yes
660,4,18,12.55,0,19,1,2,3,Male,35-54 years,Yes
661,4,30,12.06,0,19,1,2,3,Male,35-54 years,Yes
662,4,90,28.42,1,17,2,2,3,Male,35-54 years,Yes
663,4,5,2.42,0,17,2,2,3,Male,35-54 years,Yes
664,4,10,2.42,0,19,2,2,3,Female,35-54 years,Yes
665,4,90,28.42,1,19,2,2,3,Female,35-54 years,Yes
666,4,5,2.42,0,19,2,2,3,Female,35-54 years,Yes
667,4,7,2.01,0,19,1,4,2,Female,35-54 years,Yes
668,4,10,2.01,0,19,1,4,2,Female,35-54 years,Yes
669,4,5,2.01,0,19,2,4,2,Male,35-54 years,Yes
670,4,54,25.94,0,19,1,4,2,Male,35-54 years,Yes
671,4,60,22.17,0,19,1,4,2,Male,35-54 years,Yes
672,4,17,0.0,0,19,1,4,2,Female,35-54 years,Yes
673,4,5,0.77,0,19,1,4,2,Female,35-54 years,Yes
674,4,18,0.0,0,19,1,4,2,Female,35-54 years,Yes
675,3,120,0.0,1,6,1,4,2,Male,35-54 years,Yes
676,4,30,5.69,0,19,2,4,2,Female,35-54 years,Yes
677,4,5,2.1,1,19,1,4,2,Female,35-54 years,Yes
678,4,35,5.82,0,19,2,4,2,Female,35-54 years,Yes
679,4,10,2.23,0,19,2,4,2,Male,35-54 years,Yes
680,4,25,8.81,0,19,1,4,2,Male,35-54 years,Yes
681,4,30,6.47,0,19,1,4,2,Male,35-54 years,Yes
682,2,80,0.0,1,6,1,9,2,Male,25-34 years,Yes
683,1,20,6.27,0,19,1,2,1,Female,55-64 years,Yes
684,1,5,0.8,0,19,1,2,1,Female,55-64 years,Yes
685,1,30,6.24,0,19,1,2,1,Female,55-64 years,Yes
686,3,69,33.29,0,19,1,4,2,Female,35-54 years,Yes
687,3,55,32.99,0,19,1,4,2,Female,35-54 years,Yes
688,3,9,1.4,0,19,2,4,2,Female,35-54 years,Yes
689,3,2,1.4,0,19,2,4,2,Male,55-64 years,Yes
690,3,40,39.58,1,19,1,4,2,Male,55-64 years,Yes
691,2,7,1.11,0,19,1,2,2,Female,35-54 years,Yes
692,2,24,0.0,0,19,1,2,2,Female,35-54 years,Yes
693,2,23,0.0,0,19,1,2,2,Female,35-54 years,Yes
694,1,30,8.09,0,19,1,2,1,Female,35-54 years,Yes
695,1,23,13.38,0,19,1,2,1,Female,35-54 years,Yes
696,1,24,0.0,0,19,1,2,1,Female,35-54 years,Yes
697,1,19,0.0,0,19,1,2,1,Female,35-54 years,Yes
698,1,35,14.47,0,19,1,2,1,Female,35-54 years,Yes
699,1,20,2.64,0,17,2,9,0,Male,35-54 years,Yes
700,1,25,2.55,0,17,2,9,0,Male,35-54 years,Yes
701,1,30,22.84,0,19,2,2,1,Male,35-54 years,Yes
702,1,30,23.14,0,19,2,2,1,Male,35-54 years,Yes
703,5,115,44.24,1,6,2,3,1,Female,35-54 years,Yes
704,5,20,4.35,0,19,1,3,1,Male,35-54 years,Yes
705,5,19,3.38,0,19,1,3,1,Male,35-54 years,Yes
706,5,15,3.03,0,19,2,3,1,Male,35-54 years,Yes
707,1,15,3.91,0,19,1,9,2,Male,55-64 years,Yes
708,1,20,5.07,0,19,1,9,2,Male,55-64 years,Yes
709,1,5,1.41,0,19,1,9,2,Male,55-64 years,Yes
710,1,20,7.36,0,19,1,9,2,Male,55-64 years,Yes
711,2,15,3.76,0,19,1,4,3,Male,25-34 years,Yes
712,2,20,3.9,0,19,1,4,3,Male,25-34 years,Yes
713,2,20,4.49,0,19,1,4,3,Male,25-34 years,Yes
714,2,20,4.56,0,19,1,4,3,Male,25-34 years,Yes
715,2,15,2.4,0,19,1,4,3,Male,25-34 years,Yes
716,2,15,2.5,0,19,1,4,3,Male,25-34 years,Yes
717,2,15,2.51,0,19,1,4,3,Male,25-34 years,Yes
718,2,15,1.69,0,19,1,4,3,Male,25-34 years,Yes
719,1,70,28.71,1,19,1,3,1,Female,65 years or older,Yes
720,3,14,2.79,0,19,2,4,3,Female,35-54 years,Yes
721,3,11,3.68,0,19,1,4,3,Female,35-54 years,Yes
722,3,3,1.14,0,19,1,4,3,Female,35-54 years,Yes
723,3,50,3.95,1,19,1,4,3,Female,35-54 years,Yes
724,3,5,0.78,0,19,1,4,3,Female,35-54 years,Yes
725,3,75,0.0,1,6,1,4,3,Male,35-54 years,Yes
726,6,77,32.8,0,19,1,3,2,Male,35-54 years,Yes
727,6,57,33.74,0,19,1,3,2,Male,35-54 years,Yes
728,3,119,39.96,1,6,1,3,2,Male,55-64 years,Yes
729,3,110,28.89,1,6,1,4,2,Female,35-54 years,Yes
730,3,15,2.37,0,19,1,4,2,Female,35-54 years,Yes
731,2,100,58.62,1,6,1,4,2,Female,55-64 years,Yes
732,2,26,15.15,0,19,1,3,2,Female,55-64 years,Yes
733,2,51,14.56,0,19,1,3,2,Female,55-64 years,Yes
734,2,4,1.32,1,19,2,3,1,Female,35-54 years,Yes
735,4,60,32.26,0,19,1,4,3,Male,35-54 years,Yes
736,4,60,31.93,0,19,1,4,3,Male,35-54 years,Yes
737,5,7,1.63,0,17,3,4,1,Male,35-54 years,Yes
738,5,15,1.63,0,5,1,4,1,Male,35-54 years,Yes
739,1,24,10.65,0,19,1,2,1,Female,35-54 years,Yes
740,1,21,10.78,0,19,1,2,1,Female,35-54 years,Yes
741,2,23,9.25,0,19,1,4,2,Male,25-34 years,Yes
742,2,18,7.84,0,19,1,4,2,Male,25-34 years,Yes
743,2,7,2.08,0,19,1,4,2,Female,25-34 years,Yes
744,2,9,2.08,0,19,1,4,2,Female,25-34 years,Yes
745,2,5,8.77,0,19,1,4,2,Male,55-64 years,Yes
746,2,5,8.77,0,19,1,4,2,Male,55-64 years,Yes
747,2,7,2.72,0,19,1,4,2,Female,55-64 years,Yes
748,2,5,2.72,0,19,1,4,2,Female,55-64 years,Yes
749,2,8,2.72,0,19,1,4,2,Female,55-64 years,Yes
750,2,11,8.77,0,19,1,4,2,Female,55-64 years,Yes
751,2,15,8.77,0,19,1,4,2,Female,55-64 years,Yes
752,1,5,0.0,0,19,1,4,1,Female,Younger than 16 years,
753,1,3,0.0,0,19,1,4,1,Female,Younger than 16 years,
754,1,36,21.84,0,19,1,4,1,Female,Younger than 16 years,
755,1,43,0.0,0,19,1,4,1,Female,Younger than 16 years,
756,2,102,44.33,1,6,2,3,1,Female,25-34 years,Yes
757,2,12,1.61,0,19,2,3,1,Female,25-34 years,Yes
758,2,7,1.61,0,19,2,3,1,Male,25-34 years,Yes
759,2,40,23.7,0,19,1,3,1,Male,25-34 years,Yes
760,2,70,22.44,0,19,1,3,1,Male,25-34 years,Yes
761,2,13,5.53,0,19,2,9,2,Male,25-34 years,Yes
762,2,18,5.72,0,19,2,9,2,Male,25-34 years,Yes
763,2,13,5.53,0,17,2,9,2,Female,25-34 years,Yes
764,2,10,4.36,0,19,1,9,2,Female,25-34 years,Yes
765,2,11,4.36,0,19,1,9,2,Female,25-34 years,Yes
766,2,18,5.72,0,17,2,9,2,Female,25-34 years,Yes
767,1,25,11.22,0,19,1,2,1,Male,35-54 years,Yes
768,1,4,0.77,0,19,1,2,1,Male,35-54 years,Yes
769,1,4,0.77,0,19,1,2,1,Male,35-54 years,Yes
770,1,45,12.92,0,19,1,2,1,Male,35-54 years,Yes
771,1,11,1.86,0,19,1,2,1,Male,35-54 years,Yes
772,1,10,4.5,0,19,1,9,1,Female,35-54 years,Yes
773,1,9,4.48,0,19,1,9,1,Female,35-54 years,Yes
774,1,21,7.82,0,19,1,2,1,Male,25-34 years,Yes
775,1,26,7.83,0,19,1,2,1,Male,25-34 years,Yes
776,4,30,23.45,0,19,3,4,2,Female,35-54 years,Yes
777,4,30,23.89,0,19,3,4,2,Female,35-54 years,Yes
778,4,15,11.79,0,19,1,4,2,Male,35-54 years,Yes
779,4,15,16.15,0,19,1,4,2,Male,35-54 years,Yes
780,4,5,0.52,0,19,1,4,2,Male,35-54 years,Yes
781,4,20,16.73,0,19,1,4,2,Male,35-54 years,Yes
782,4,30,20.97,0,19,1,4,2,Male,35-54 years,Yes
783,4,20,11.56,0,19,1,4,2,Male,35-54 years,Yes
784,4,30,9.31,0,19,1,1,3,Female,35-54 years,Yes
785,4,40,8.0,0,19,1,1,3,Female,35-54 years,Yes
786,4,10,1.09,0,19,1,1,3,Female,35-54 years,Yes
787,4,30,1.95,0,18,1,1,3,Male,19-24 years,Yes
788,4,30,1.95,0,18,1,1,3,Male,19-24 years,Yes
789,2,45,47.34,0,19,1,3,3,Male,55-64 years,Yes
790,2,30,47.72,0,19,1,3,3,Male,55-64 years,Yes
791,2,130,37.73,1,6,1,2,2,Male,35-54 years,Yes
792,1,12,21.92,0,19,1,4,2,Male,35-54 years,Yes
793,1,22,19.66,0,19,1,4,2,Male,35-54 years,Yes
794,1,6,1.41,0,19,1,4,2,Male,35-54 years,Yes
795,1,7,1.41,0,19,1,4,2,Male,35-54 years,Yes
796,1,52,0.0,0,19,1,4,2,Male,35-54 years,Yes
797,1,27,0.0,0,19,1,4,2,Male,35-54 years,Yes
798,5,10,1.13,0,19,1,4,3,Male,35-54 years,Yes
799,5,30,4.76,0,19,1,4,3,Male,35-54 years,Yes
800,5,30,6.39,0,19,1,4,3,Male,35-54 years,Yes
801,5,81,21.75,1,6,1,4,3,Female,19-24 years,Yes
802,1,3,0.88,0,19,1,2,1,Male,55-64 years,Yes
803,1,5,0.88,0,19,1,2,1,Male,55-64 years,Yes
804,1,7,0.88,0,19,1,2,1,Male,55-64 years,Yes
805,1,17,0.88,0,19,1,2,1,Male,55-64 years,Yes
806,2,15,0.77,0,23,1,1,1,Male,25-34 years,Yes
807,3,29,10.95,0,19,2,4,3,Female,25-34 years,Yes
808,3,27,11.75,0,19,1,4,3,Female,25-34 years,Yes
809,3,8,0.75,0,19,1,4,3,Female,25-34 years,Yes
810,3,34,16.5,0,19,1,4,3,Male,35-54 years,Yes
811,3,56,16.38,0,19,1,4,3,Male,35-54 years,Yes
812,3,10,3.18,0,19,1,4,3,Male,16-18 years,Yes
813,3,5,3.23,0,19,1,4,3,Male,16-18 years,Yes
814,4,90,15.84,1,6,2,4,1,Male,35-54 years,Yes
815,4,10,1.4,0,19,3,4,1,Female,35-54 years,Yes
816,4,14,3.45,1,19,2,4,1,Female,35-54 years,Yes
817,5,5,1.45,0,19,1,4,2,Female,35-54 years,Yes
818,5,5,1.45,0,19,2,4,2,Female,35-54 years,Yes
819,5,10,1.45,0,19,4,4,2,Male,55-64 years,Yes
820,5,14,5.67,0,19,1,4,2,Male,55-64 years,Yes
821,5,14,5.67,0,19,1,4,2,Male,55-64 years,Yes
822,5,15,3.34,0,19,4,4,2,Male,55-64 years,Yes
823,5,10,3.34,0,19,3,4,2,Male,55-64 years,Yes
824,2,16,4.47,0,19,2,2,2,Male,35-54 years,Yes
825,2,24,4.78,0,19,1,2,2,Male,35-54 years,Yes
826,2,4,0.73,0,19,1,2,2,Male,35-54 years,Yes
827,2,70,0.0,1,6,2,4,1,Female,35-54 years,Yes
828,2,72,0.0,1,6,2,4,1,Male,35-54 years,Yes
829,2,10,0.42,0,19,1,4,2,Female,35-54 years,Yes
830,2,10,0.42,0,19,1,4,2,Female,35-54 years,Yes
831,2,60,15.7,1,19,1,4,2,Male,35-54 years,Yes
832,2,35,13.87,0,19,1,4,2,Male,35-54 years,Yes
833,3,45,13.77,0,19,1,4,3,Female,55-64 years,Yes
834,3,45,12.91,0,19,1,4,3,Female,55-64 years,Yes
835,2,25,5.7,0,19,2,2,1,Female,55-64 years,Yes
836,2,16,2.52,0,19,1,2,1,Female,55-64 years,Yes
837,2,15,3.4,0,19,1,2,1,Female,55-64 years,Yes
838,2,15,1.41,0,19,2,2,1,Female,55-64 years,Yes
839,2,20,4.61,0,19,2,2,1,Female,55-64 years,Yes
840,2,25,5.7,0,17,2,2,1,Male,65 years or older,Yes
841,2,15,1.41,0,17,2,2,1,Male,65 years or older,Yes
